id,Obesity
42001,26.5
42003,20.9
42005,31.5
42007,25.7
42009,27.3
42011,25.1
42013,23.2
42015,26.8
42017,18.4
42019,25.2
42021,26.1
42023,
42025,24.1
42027,21.8
42029,15.4
42031,24.9
42033,26.6
42035,18.9
42037,25.5
42039,25.8
42041,22.0
42043,26.9
42045,24.5
42047,26.0
42049,21.5
42051,29.8
42053,
42055,26.0
42057,
42059,31.8
42061,22.1
42063,21.9
42065,31.2
42067,20.9
42069,21.6
42071,22.2
42073,27.0
42075,24.1
42077,25.0
42079,23.7
42081,27.8
42083,25.1
42085,25.7
42087,24.9
42089,25.9
42091,17.1
42093,
42095,24.7
42097,27.8
42099,28.3
42101,26.4
42103,24.2
42105,
42107,24.5
42109,26.1
42111,21.1
42113,
42115,21.9
42117,28.0
42119,25.3
42121,19.3
42123,23.3
42125,25.4
42127,22.5
42129,27.5
42131,30.6
42133,23.3
44001,17.2
44003,20.4
44005,14.9
44007,20.0
44009,17.2
45001,25.1
45003,27.0
45005,
45007,26.7
45009,40.2
45011,28.8
45013,16.8
45015,27.4
45017,33.1
45019,21.0
45021,25.7
45023,33.2
45025,27.3
45027,23.5
45029,32.8
45031,28.6
45033,28.0
45035,27.0
45037,28.4
45039,32.0
45041,27.4
45043,24.9
45045,21.8
45047,28.4
45049,33.1
45051,25.1
45053,28.6
45055,29.3
45057,28.5
45059,30.8
45061,30.3
45063,23.1
45065,
45067,34.9
45069,35.4
45071,25.4
45073,22.4
45075,35.2
45077,20.1
45079,22.2
45081,28.6
45083,25.1
45085,27.5
45087,31.9
45089,39.5
45091,22.2
46003,24.3
46005,25.1
46007,22.7
46009,22.3
46011,21.2
46013,24.9
46015,26.1
46017,
46019,25.4
46021,
46023,28.7
46025,22.9
46027,22.8
46029,23.0
46031,38.3
46033,18.7
46035,20.2
46037,24.0
46039,21.2
46041,31.4
46043,18.7
46045,30.4
46047,25.0
46049,23.1
46051,25.0
46053,26.3
46055,20.3
46057,23.4
46059,27.5
46061,23.3
46063,
46065,23.9
46067,21.9
46069,
46071,
46073,26.4
46075,
46077,30.3
46079,23.5
46081,14.5
46083,18.9
46085,29.3
46087,22.9
46089,26.6
46091,31.1
46093,21.5
46095,
46097,24.8
46099,21.7
46101,25.8
46103,19.0
46105,21.3
46107,22.2
46109,26.9
46111,26.2
46113,29.7
46115,27.8
46117,25.3
46119,
46121,36.4
46123,29.4
46125,19.6
46127,23.7
46129,26.5
46135,23.0
46137,36.0
47001,25.3
47003,19.4
47005,
47007,
47009,28.2
47011,28.9
47013,22.8
47015,
47017,32.7
47019,29.0
47021,
47023,
47025,
47027,
47029,
47031,21.4
47033,
47035,28.7
47037,23.4
47039,10.7
47041,
47043,24.9
47045,29.4
47047,
47049,
47051,24.6
47053,28.6
47055,
47057,16.4
47059,29.3
47061,
47063,25.9
47065,25.2
47067,
47069,
47071,
47073,18.3
47075,
47077,18.5
47079,34.4
47081,
47083,
47085,14.2
47087,
47089,25.2
47091,
47093,22.4
47095,
47097,
47099,32.7
47101,
47103,31.7
47105,25.6
47107,24.7
47109,20.6
47111,
47113,30.3
47115,27.8
47117,
47119,25.8
47121,
47123,
47125,20.0
47127,
47129,
47131,27.5
47133,
47135,
47137,
47139,
47141,20.1
47143,
47145,25.5
47147,28.1
47149,25.1
47151,
47153,
47155,30.5
47157,27.8
47159,
47161,
47163,25.0
47165,21.8
47167,30.6
47169,
47171,
47173,
47175,
47177,24.7
47179,21.3
47181,
47183,26.3
47185,
47187,15.2
47189,24.0
48001,
48003,
48005,35.7
48007,
48009,
48011,
48013,
48015,
48017,
48019,
48021,
48023,
48025,
48027,25.3
48029,30.6
48031,
48033,
48035,
48037,24.8
48039,32.0
48041,19.1
48043,
48045,
48047,
48049,
48051,
48053,20.7
48055,
48057,
48059,
48061,32.0
48063,
48065,
48067,
48069,
48071,
48073,19.8
48075,
48077,
48079,
48081,
48083,
48085,20.7
48087,
48089,
48091,25.4
48093,
48095,
48097,
48099,21.8
48101,
48103,
48105,
48107,
48109,
48111,
48113,22.5
48115,
48117,
48119,
48121,23.3
48123,
48125,
48127,
48129,
48131,
48133,
48135,29.5
48137,
48139,23.9
48141,23.6
48143,
48145,
48147,
48149,
48151,
48153,
48155,
48157,15.2
48159,
48161,
48163,
48165,
48167,28.6
48169,
48171,18.5
48173,
48175,
48177,
48179,
48181,23.7
48183,24.1
48185,
48187,23.6
48189,
48191,
48193,
48195,
48197,
48199,24.5
48201,22.6
48203,31.0
48205,
48207,
48209,26.1
48211,
48213,25.4
48215,31.1
48217,
48219,
48221,29.4
48223,22.4
48225,
48227,
48229,
48231,
48233,
48235,
48237,
48239,
48241,
48243,
48245,30.3
48247,
48249,
48251,25.7
48253,
48255,
48257,16.2
48259,
48261,
48263,
48265,16.4
48267,
48269,
48271,
48273,
48275,
48277,28.6
48279,
48281,
48283,
48285,
48287,
48289,
48291,
48293,
48295,
48297,
48299,10.8
48301,
48303,25.5
48305,
48307,
48309,26.2
48311,
48313,
48315,
48317,
48319,
48321,
48323,
48325,
48327,
48329,23.2
48331,
48333,
48335,
48337,
48339,24.9
48341,
48343,
48345,
48347,27.8
48349,
48351,
48353,
48355,30.9
48357,
48359,
48361,31.6
48363,
48365,
48367,23.8
48369,
48371,
48373,25.4
48375,17.8
48377,
48379,
48381,30.7
48383,
48385,
48387,
48389,
48391,
48393,
48395,
48397,
48399,
48401,27.3
48403,
48405,
48407,
48409,28.9
48411,
48413,
48415,
48417,
48419,
48421,
48423,28.1
48425,
48427,
48429,
48431,
48433,
48435,
48437,
48439,22.6
48441,27.0
48443,
48445,
48447,
48449,
48451,19.8
48453,18.7
48455,
48457,12.1
48459,
48461,
48463,
48465,
48467,20.0
48469,30.3
48471,24.4
48473,
48475,
48477,
48479,23.8
48481,
48483,
48485,26.7
48487,
48489,
48491,22.3
48493,
48495,
48497,28.0
48499,24.8
48501,
48503,
48505,
48507,
49001,17.1
49003,26.0
49005,18.4
49007,22.1
49009,
49011,19.7
49013,24.5
49015,23.6
49017,16.8
49019,17.6
49021,17.8
49023,24.8
49025,
49027,22.9
49029,
49031,
49033,
49035,20.1
49037,19.3
49039,19.4
49041,20.4
49043,10.2
49045,25.2
49047,24.5
49049,18.5
49051,18.1
49053,19.3
49055,14.4
49057,21.8
50001,19.7
50003,19.2
50005,21.1
50007,15.8
50009,22.1
50011,22.6
50013,21.3
50015,20.0
50017,19.9
50019,21.5
50021,21.6
50023,19.3
50025,18.6
50027,18.4
51001,26.0
51003,16.5
51005,
51007,
51009,
51011,
51013,13.6
51015,27.5
51017,
51019,27.6
51021,
51023,27.1
51025,
51027,32.8
51029,
51031,30.8
51033,
51035,
51036,
51037,
51041,24.8
51043,
51045,
51047,24.2
51049,15.0
51051,
51053,33.4
51057,
51059,15.1
51061,22.2
51063,20.0
51065,16.6
51067,29.2
51069,21.2
51071,
51073,21.5
51075,20.2
51077,
51079,
51081,
51083,32.0
51085,21.7
51087,22.7
51089,22.6
51091,
51093,28.1
51095,18.6
51097,
51099,
51101,
51103,
51105,29.9
51107,17.5
51109,
51111,
51113,
51115,
51117,26.4
51119,
51121,23.6
51125,
51127,
51131,22.8
51133,
51135,
51137,24.5
51139,21.4
51141,13.7
51143,30.9
51145,
51147,21.1
51149,19.8
51153,23.5
51155,31.9
51157,
51159,26.0
51161,19.2
51163,21.3
51165,20.9
51167,29.8
51169,28.2
51171,
51173,22.8
51175,
51177,21.3
51179,23.3
51181,
51183,
51185,25.9
51187,25.2
51191,24.1
51193,
51195,31.4
51197,25.2
51199,16.7
51510,15.9
51515,
51520,
51530,
51540,11.7
51550,22.7
51570,
51580,
51590,29.3
51595,
51600,
51610,
51620,
51630,24.0
51640,
51650,23.8
51660,14.7
51670,25.8
51678,
51680,24.0
51683,16.6
51685,
51690,
51700,26.0
51710,24.9
51720,
51730,37.4
51735,
51740,30.7
51750,
51760,24.8
51770,21.0
51775,23.7
51790,
51800,26.1
51810,19.5
51820,
51830,
51840,
53001,34.5
53003,24.4
53005,22.9
53007,21.1
53009,22.4
53011,24.8
53013,
53015,29.4
53017,20.1
53019,19.6
53021,21.8
53023,
53025,26.0
53027,29.1
53029,22.9
53031,16.8
53033,16.8
53035,24.6
53037,19.6
53039,27.2
53041,27.2
53043,22.0
53045,26.0
53047,19.8
53049,34.9
53051,21.3
53053,23.9
53055,10.9
53057,23.3
53059,19.7
53061,22.2
53063,21.4
53065,26.6
53067,23.7
53069,21.8
53071,18.9
53073,18.0
53075,15.8
53077,26.2
54001,30.6
54003,28.5
54005,32.2
54007,24.4
54009,28.7
54011,25.9
54013,23.0
54015,28.2
54017,
54019,30.4
54021,
54023,24.8
54025,28.6
54027,27.1
54029,26.4
54031,28.8
54033,26.6
54035,27.8
54037,27.0
54039,27.5
54041,24.3
54043,32.4
54045,38.7
54047,31.0
54049,25.7
54051,22.7
54053,31.1
54055,23.1
54057,27.0
54059,35.4
54061,24.2
54063,24.2
54065,24.4
54067,26.7
54069,23.4
54071,18.8
54073,
54075,31.7
54077,29.6
54079,23.7
54081,26.1
54083,26.5
54085,24.3
54087,24.3
54089,28.8
54091,26.6
54093,
54095,
54097,26.2
54099,31.1
54101,42.6
54103,29.7
54105,
54107,25.0
54109,26.9
55001,28.0
55003,16.5
55005,23.6
55007,18.8
55009,20.7
55011,
55013,
55015,22.7
55017,20.6
55019,24.4
55021,23.6
55023,
55025,18.6
55027,27.7
55029,21.4
55031,25.8
55033,22.2
55035,21.8
55037,
55039,25.4
55041,
55043,30.3
55045,23.2
55047,20.7
55049,19.2
55051,
55053,26.2
55055,25.5
55057,25.7
55059,26.8
55061,27.2
55063,21.5
55065,14.4
55067,
55069,24.9
55071,27.2
55073,24.4
55075,29.2
55077,
55078,
55079,21.8
55081,27.0
55083,28.4
55085,20.1
55087,23.5
55089,17.1
55091,
55093,20.3
55095,23.7
55097,21.3
55099,
55101,22.1
55103,19.2
55105,24.4
55107,
55109,25.7
55111,28.4
55113,25.8
55115,24.8
55117,21.7
55119,
55121,22.6
55123,21.9
55125,24.7
55127,23.3
55129,16.6
55131,19.2
55133,17.6
55135,26.3
55137,30.5
55139,23.3
55141,25.6
56001,16.4
56003,21.0
56005,23.9
56007,25.2
56009,21.7
56011,21.9
56013,21.4
56015,24.0
56017,28.8
56019,18.5
56021,20.2
56023,21.2
56025,20.5
56027,21.6
56029,18.2
56031,22.3
56033,19.4
56035,20.7
56037,23.6
56039,9.0
56041,22.7
56043,21.1
56045,24.2
